Image,Labels
../train/cotton_weed\Goosegrass\Goosegrass_augmented_90.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_91.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_92.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_93.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_94.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_95.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_96.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_97.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_98.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_99.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_9_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_9_2.jpg,Goosegrass
../train/cotton_weed\Morningglory\Morningglory_1.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_10.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_100.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1000.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1001.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1002.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1003.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1004.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1005.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1006.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1007.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1008.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1009.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_101.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1010.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1011.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1012.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1013.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1014.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1015.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1016.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1017.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1018.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1019.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_102.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1020.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1021.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1022.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1023.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1024.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1025.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1026.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1027.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1028.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1029.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_103.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1030.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1031.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1032.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1033.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1034.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1035.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1036.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1037.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1038.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1039.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_104.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1040.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1041.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1042.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1043.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1044.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1045.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1046.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1047.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1048.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1049.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_105.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1050.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1051.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1052.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1053.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1054.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1055.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1056.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1057.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1058.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1059.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_106.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1060.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1061.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1062.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1063.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1064.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1065.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1066.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1067.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1068.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1069.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_107.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1070.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1071.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1072.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1073.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1074.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1075.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1076.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1077.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1078.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1079.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_108.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1080.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1081.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1082.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1083.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1084.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1085.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1086.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1087.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1088.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1089.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_109.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1090.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1091.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1092.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1093.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1094.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1095.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1096.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1097.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1098.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1099.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_11.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_110.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1100.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1101.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1102.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1103.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1104.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1105.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1106.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1107.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1108.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1109.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_111.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1110.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1111.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1112.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1113.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1114.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_1115.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_112.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_113.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_114.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_115.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_12.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_13.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_14.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_15.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_16.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_17.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_18.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_19.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_2.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_20.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_21.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_22.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_23.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_24.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_25.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_26.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_27.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_28.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_29.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_3.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_30.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_31.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_32.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_33.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_34.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_35.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_36.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_37.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_38.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_39.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_4.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_40.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_41.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_42.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_43.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_44.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_45.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_46.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_47.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_48.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_49.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_5.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_50.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_51.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_52.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_53.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_54.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_55.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_56.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_57.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_58.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_59.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_6.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_60.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_61.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_62.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_63.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_64.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_65.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_66.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_67.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_68.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_69.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_7.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_70.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_71.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_72.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_73.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_74.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_75.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_76.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_77.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_78.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_781.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_782.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_783.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_784.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_785.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_786.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_787.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_788.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_789.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_79.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_790.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_791.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_792.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_793.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_794.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_795.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_796.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_797.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_798.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_799.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_8.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_80.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_800.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_801.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_802.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_803.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_804.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_805.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_806.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_807.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_808.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_809.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_81.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_810.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_811.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_812.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_813.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_814.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_815.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_816.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_817.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_818.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_819.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_82.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_820.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_821.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_822.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_823.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_824.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_825.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_826.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_827.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_828.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_829.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_83.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_830.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_831.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_832.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_833.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_834.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_835.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_836.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_837.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_838.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_839.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_84.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_840.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_841.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_842.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_843.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_844.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_845.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_846.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_847.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_848.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_849.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_85.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_850.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_851.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_852.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_853.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_854.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_855.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_856.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_857.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_858.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_859.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_86.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_860.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_861.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_862.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_863.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_864.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_865.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_866.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_867.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_868.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_869.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_87.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_870.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_871.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_872.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_873.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_874.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_875.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_876.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_877.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_878.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_879.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_88.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_880.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_881.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_882.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_883.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_884.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_885.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_886.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_887.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_888.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_889.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_89.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_890.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_891.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_892.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_893.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_894.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_895.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_896.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_897.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_898.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_899.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_9.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_90.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_900.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_901.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_902.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_903.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_904.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_905.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_906.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_907.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_908.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_909.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_91.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_910.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_911.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_912.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_913.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_914.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_915.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_916.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_917.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_918.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_919.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_92.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_920.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_921.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_922.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_923.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_924.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_925.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_926.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_927.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_928.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_929.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_93.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_930.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_931.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_932.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_933.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_934.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_935.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_936.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_937.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_938.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_939.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_94.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_940.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_941.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_942.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_943.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_944.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_945.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_946.jpg,Morningglory
../train/cotton_weed\Morningglory\Morningglory_947.jpg,Morningglory
